gene	chromosome	arm
ENSG00000138629	15	q
UBL7	15	q
ENSG00000137806	15	q
NDUFAF1	15	q
ENSG00000166173	15	q
LARP6	15	q
ENSG00000104047	15	q
DTWD1	15	q
ENSG00000188869	15	q
TMC3	15	q
ENSG00000128989	15	q
ARPP19	15	q
ENSG00000104164	15	q
BLOC1S6	15	q
ENSG00000134146	15	q
DPH6	15	q
ENSG00000138600	15	q
SPPL2A	15	q
ENSG00000140527	15	q
WDR93	15	q
ENSG00000172575	15	q
RASGRP1	15	q
ENSG00000104044	15	q
OCA2	15	q
ENSG00000140284	15	q
SLC27A2	15	q
ENSG00000171766	15	q
GATM	15	q
ENSG00000136371	15	q
MTHFS	15	q
ENSG00000188266	15	q
HYKK	15	q
ENSG00000168806	15	q
LCMT2	15	q
ENSG00000183060	15	q
LYSMD4	15	q
ENSG00000138594	15	q
TMOD3	15	q
ENSG00000170113	15	q
NIPA1	15	q
ENSG00000174485	15	q
DENND4A	15	q
ENSG00000166147	15	q
FBN1	15	q
ENSG00000068305	15	q
MEF2A	15	q
ENSG00000140157	15	q
NIPA2	15	q
ENSG00000137770	15	q
CTDSPL2	15	q
ENSG00000182253	15	q
SYNM	15	q
ENSG00000174498	15	q
IGDCC3	15	q
ENSG00000278570	15	q
NR2E3	15	q
ENSG00000171262	15	q
FAM98B	15	q
ENSG00000188467	15	q
SLC24A5	15	q
ENSG00000137809	15	q
ITGA11	15	q
ENSG00000182175	15	q
RGMA	15	q
ENSG00000103876	15	q
FAH	15	q
ENSG00000128833	15	q
MYO5C	15	q
ENSG00000140577	15	q
CRTC3	15	q
ENSG00000166794	15	q
PPIB	15	q
ENSG00000140471	15	q
LINS1	15	q
ENSG00000151575	15	q
TEX9	15	q
ENSG00000180979	15	q
LRRC57	15	q
ENSG00000166192	15	q
SENP8	15	q
ENSG00000169375	15	q
SIN3A	15	q
ENSG00000140598	15	q
EFL1	15	q
ENSG00000103657	15	q
HERC1	15	q
ENSG00000128739	15	q
SNRPN	15	q
ENSG00000069974	15	q
RAB27A	15	q
ENSG00000198901	15	q
PRC1	15	q
ENSG00000232653	15	q
GOLGA8N	15	q
ENSG00000103742	15	q
IGDCC4	15	q
ENSG00000137814	15	q
HAUS2	15	q
ENSG00000173575	15	q
CHD2	15	q
ENSG00000182768	15	q
NGRN	15	q
ENSG00000174450	15	q
GOLGA6L2	15	q
ENSG00000169032	15	q
MAP2K1	15	q
ENSG00000136404	15	q
TM6SF1	15	q
ENSG00000140299	15	q
BNIP2	15	q
ENSG00000074410	15	q
CA12	15	q
ENSG00000140307	15	q
GTF2A2	15	q
ENSG00000140538	15	q
NTRK3	15	q
ENSG00000140379	15	q
BCL2A1	15	q
ENSG00000159322	15	q
ADPGK	15	q
ENSG00000103852	15	q
TTC23	15	q
ENSG00000137831	15	q
UACA	15	q
ENSG00000157766	15	q
ACAN	15	q
ENSG00000140262	15	q
TCF12	15	q
ENSG00000140199	15	q
SLC12A6	15	q
ENSG00000156642	15	q
NPTN	15	q
ENSG00000157450	15	q
RNF111	15	q
ENSG00000169410	15	q
PTPN9	15	q
ENSG00000168907	15	q
PLA2G4F	15	q
ENSG00000182718	15	q
ANXA2	15	q
ENSG00000166557	15	q
TMED3	15	q
ENSG00000273173	15	q
SNURF	15	q
ENSG00000137766	15	q
UNC13C	15	q
ENSG00000166503	15	q
HDGFL3	15	q
ENSG00000174446	15	q
SNAPC5	15	q
ENSG00000246922	15	q
UBAP1L	15	q
ENSG00000171877	15	q
FRMD5	15	q
ENSG00000167139	15	q
TBC1D21	15	q
ENSG00000140400	15	q
MAN2C1	15	q
ENSG00000104147	15	q
OIP5	15	q
ENSG00000137872	15	q
SEMA6D	15	q
ENSG00000169018	15	q
FEM1B	15	q
ENSG00000128915	15	q
ICE2	15	q
ENSG00000169918	15	q
OTUD7A	15	q
ENSG00000035664	15	q
DAPK2	15	q
ENSG00000051180	15	q
RAD51	15	q
ENSG00000131873	15	q
CHSY1	15	q
ENSG00000128731	15	q
HERC2	15	q
ENSG00000179151	15	q
EDC3	15	q
ENSG00000261652	15	q
PIERCE2	15	q
ENSG00000074803	15	q
SLC12A1	15	q
ENSG00000186417	15	q
GLDN	15	q
ENSG00000169758	15	q
TMEM266	15	q
ENSG00000154237	15	q
LRRK1	15	q
ENSG00000179455	15	q
MKRN3	15	q
ENSG00000183655	15	q
KLHL25	15	q
ENSG00000166965	15	q
RCCD1	15	q
ENSG00000140451	15	q
PIF1	15	q
ENSG00000103888	15	q
CEMIP	15	q
ENSG00000128951	15	q
DUT	15	q
ENSG00000188779	15	q
SKOR1	15	q
ENSG00000080644	15	q
CHRNA3	15	q
ENSG00000157483	15	q
MYO1E	15	q
ENSG00000041357	15	q
PSMA4	15	q
ENSG00000140534	15	q
TICRR	15	q
ENSG00000128973	15	q
CLN6	15	q
ENSG00000255346	15	q
NOX5	15	q
ENSG00000103932	15	q
RPAP1	15	q
ENSG00000179361	15	q
ARID3B	15	q
ENSG00000213614	15	q
HEXA	15	q
ENSG00000074696	15	q
HACD3	15	q
ENSG00000134152	15	q
KATNBL1	15	q
ENSG00000140365	15	q
COMMD4	15	q
ENSG00000166426	15	q
CRABP1	15	q
ENSG00000175344	15	q
CHRNA7	15	q
ENSG00000166825	15	q
ANPEP	15	q
ENSG00000074603	15	q
DPP8	15	q
ENSG00000028528	15	q
SNX1	15	q
ENSG00000033800	15	q
PIAS1	15	q
ENSG00000137869	15	q
CYP19A1	15	q
ENSG00000062524	15	q
LTK	15	q
ENSG00000183208	15	q
GDPGP1	15	q
ENSG00000166821	15	q
PEX11A	15	q
ENSG00000128463	15	q
EMC4	15	q
ENSG00000185634	15	q
SHC4	15	q
ENSG00000215186	15	q
GOLGA6B	15	q
ENSG00000166920	15	q
COXFA4L3	15	q
ENSG00000159248	15	q
GJD2	15	q
ENSG00000187446	15	q
CHP1	15	q
ENSG00000166450	15	q
PRTG	15	q
ENSG00000104043	15	q
ATP8B4	15	q
ENSG00000103811	15	q
CTSH	15	q
ENSG00000181827	15	q
RFX7	15	q
ENSG00000166411	15	q
IDH3A	15	q
ENSG00000178802	15	q
MPI	15	q
ENSG00000137842	15	q
TMEM62	15	q
ENSG00000182950	15	q
CIMAP1C	15	q
ENSG00000103710	15	q
RASL12	15	q
ENSG00000169926	15	q
KLF13	15	q
ENSG00000140263	15	q
SORD	15	q
ENSG00000140459	15	q
CYP11A1	15	q
ENSG00000166762	15	q
CATSPER2	15	q
ENSG00000136425	15	q
CIB2	15	q
ENSG00000086666	15	q
ZFAND6	15	q
ENSG00000081014	15	q
AP4E1	15	q
ENSG00000198838	15	q
RYR3	15	q
ENSG00000167196	15	q
FBXO22	15	q
ENSG00000092470	15	q
WDR76	15	q
ENSG00000104064	15	q
GABPB1	15	q
ENSG00000172183	15	q
ISG20	15	q
ENSG00000103569	15	q
AQP9	15	q
ENSG00000166143	15	q
PPP1R14D	15	q
ENSG00000131876	15	q
SNRPA1	15	q
ENSG00000090487	15	q
SPG21	15	q
ENSG00000166946	15	q
CCNDBP1	15	q
ENSG00000166839	15	q
ANKDD1A	15	q
ENSG00000171763	15	q
AFG2B	15	q
ENSG00000168803	15	q
MAPDA	15	q
ENSG00000197299	15	q
BLM	15	q
ENSG00000103653	15	q
CSK	15	q
ENSG00000103642	15	q
LACTB	15	q
ENSG00000138592	15	q
USP8	15	q
ENSG00000166233	15	q
ARIH1	15	q
ENSG00000185880	15	q
TRIM69	15	q
ENSG00000140395	15	q
SKIC8	15	q
ENSG00000092439	15	q
TRPM7	15	q
ENSG00000183496	15	q
MEX3B	15	q
ENSG00000138613	15	q
APH1B	15	q
ENSG00000140497	15	q
SCAMP2	15	q
ENSG00000103707	15	q
MTFMT	15	q
ENSG00000175318	15	q
GRAMD2A	15	q
ENSG00000180357	15	q
ZNF609	15	q
ENSG00000172379	15	q
ARNT2	15	q
ENSG00000176371	15	q
ZSCAN2	15	q
ENSG00000128829	15	q
EIF2AK4	15	q
ENSG00000103966	15	q
EHD4	15	q
ENSG00000248905	15	q
FMN1	15	q
ENSG00000140505	15	q
CYP1A2	15	q
ENSG00000166734	15	q
GOLM2	15	q
ENSG00000140511	15	q
HAPLN3	15	q
ENSG00000128928	15	q
IVD	15	q
ENSG00000205363	15	q
INSYN1	15	q
ENSG00000169609	15	q
C15orf40	15	q
ENSG00000103723	15	q
AP3B2	15	q
ENSG00000140600	15	q
SH3GL3	15	q
ENSG00000166823	15	q
MESP1	15	q
ENSG00000198146	15	q
ZNF770	15	q
ENSG00000182256	15	q
GABRG3	15	q
ENSG00000137876	15	q
RSL24D1	15	q
ENSG00000067141	15	q
NEO1	15	q
ENSG00000159337	15	q
PLA2G4D	15	q
ENSG00000137804	15	q
NUSAP1	15	q
ENSG00000067221	15	q
STOML1	15	q
ENSG00000136383	15	q
ALPK3	15	q
ENSG00000137776	15	q
SLTM	15	q
ENSG00000180304	15	q
OAZ2	15	q
ENSG00000104067	15	q
TJP1	15	q
ENSG00000137871	15	q
ZNF280D	15	q
ENSG00000187806	15	q
TMEM202	15	q
ENSG00000114062	15	q
UBE3A	15	q
ENSG00000137818	15	q
RPLP1	15	q
ENSG00000197361	15	q
FBXL22	15	q
ENSG00000174442	15	q
ZWILCH	15	q
ENSG00000213578	15	q
CPLX3	15	q
ENSG00000229474	15	q
PATL2	15	q
ENSG00000184716	15	q
SERINC4	15	q
ENSG00000067369	15	q
TP53BP1	15	q
ENSG00000137821	15	q
LRRC49	15	q
ENSG00000137843	15	q
PAK6	15	q
ENSG00000117971	15	q
CHRNB4	15	q
ENSG00000140259	15	q
MFAP1	15	q
ENSG00000157470	15	q
FAM81A	15	q
ENSG00000128891	15	q
CCDC32	15	q
ENSG00000128918	15	q
ALDH1A2	15	q
ENSG00000159556	15	q
ISL2	15	q
ENSG00000175265	15	q
GOLGA8A	15	q
ENSG00000259417	15	q
CTXND1	15	q
ENSG00000140557	15	q
ST8SIA2	15	q
ENSG00000140297	15	q
GCNT3	15	q
ENSG00000172349	15	q
IL16	15	q
ENSG00000103647	15	q
CORO2B	15	q
ENSG00000138606	15	q
SHF	15	q
ENSG00000166855	15	q
CLPX	15	q
ENSG00000159459	15	q
UBR1	15	q
ENSG00000129003	15	q
VPS13C	15	q
ENSG00000069869	15	q
NEDD4	15	q
ENSG00000137815	15	q
RTF1	15	q
ENSG00000104133	15	q
SPG11	15	q
ENSG00000166415	15	q
WDR72	15	q
ENSG00000166068	15	q
SPRED1	15	q
ENSG00000169612	15	q
RAMAC	15	q
ENSG00000140403	15	q
DNAJA4	15	q
ENSG00000184277	15	q
TM2D3	15	q
ENSG00000168781	15	q
PPIP5K1	15	q
ENSG00000184507	15	q
NUTM1	15	q
ENSG00000185787	15	q
MORF4L1	15	q
ENSG00000092445	15	q
TYRO3	15	q
ENSG00000176454	15	q
LPCAT4	15	q
ENSG00000179335	15	q
CLK3	15	q
ENSG00000140450	15	q
ARRDC4	15	q
ENSG00000225973	15	q
PIGBOS1	15	q
ENSG00000157823	15	q
AP3S2	15	q
ENSG00000140470	15	q
ADAMTS17	15	q
ENSG00000182054	15	q
IDH2	15	q
ENSG00000104093	15	q
DMXL2	15	q
ENSG00000128965	15	q
CHAC1	15	q
ENSG00000140545	15	q
MFGE8	15	q
ENSG00000137819	15	q
PAQR5	15	q
ENSG00000166923	15	q
GREM1	15	q
ENSG00000287855	16	p
ENSG00000261732	16	p
ENSG00000280327	16	p
ENSG00000275438	16	p
ENSG00000268836	16	p
ENSG00000260989	16	p
ENSG00000260954	16	p
ENSG00000280231	16	p
ENSG00000260379	16	p
ENSG00000286901	16	p
ENSG00000282907	16	p
ENSG00000261319	16	p
LINC02152	16	p
ENSG00000260022	16	p
ENSG00000226890	16	p
ENSG00000261066	16	p
ENSG00000260242	16	p
ENSG00000260058	16	p
ENSG00000280062	16	p
ENSG00000260289	16	p
ENSG00000260003	16	p
ENSG00000261555	16	p
ENSG00000262516	16	p
DPPA3P6	16	p
ENSG00000287522	16	p
ENSG00000275927	16	p
ENSG00000182601	16	p
HS3ST4	16	p
ENSG00000278979	16	p
ENSG00000228071	16	p
RPL7P47	16	p
ENSG00000260601	16	p
ENSG00000260316	16	p
ENSG00000261075	16	p
LINC01195	16	p
ENSG00000260690	16	p
CYCSP39	16	p
ENSG00000260580	16	p
ENSG00000285613	16	p
ENSG00000260741	16	p
ENSG00000261397	16	p
LINC01177	16	p
ENSG00000279410	16	p
ENSG00000280283	16	p
ENSG00000261482	16	p
ENSG00000260087	16	p
PCMTD1P2	16	p
ENSG00000280400	16	p
ENSG00000278389	16	p
ENSG00000261759	16	p
ITPRIPL2-AS1	16	p
ENSG00000283065	16	p
ENSG00000259987	16	p
DUX4L46	16	p
ENSG00000259990	16	p
ENSG00000260207	16	p
DUX4L47	16	p
ENSG00000262561	16	p
ENSG00000261084	16	cen
PPP1R1AP2	16	cen
ENSG00000261440	16	p
DUX4L45	16	p
ENSG00000261507	16	p
ENSG00000262011	16	p
ENSG00000260675	16	p
TCERG1P2	16	p
ENSG00000279415	16	p
ENSG00000198555	16	p
ENSG00000261557	16	p
EEF1A1P38	16	p
ENSG00000261427	16	p
ENSG00000261197	16	p
ENSG00000228480	16	p
ENSG00000261130	16	p
ENSG00000261782	16	cen
ENSG00000260405	16	p
ENSG00000262235	16	p
TMF1P1	16	p
ENSG00000256642	16	p
LINC00273	16	p
ENSG00000279620	16	p
ENSG00000239840	16	q
RPL23AP72	16	q
ENSG00000260566	16	p
ENSG00000285882	16	p
ENSG00000279509	16	q
ENSG00000279729	16	p
ENSG00000279666	16	cen
ENSG00000261748	16	p
SPRING1P3	16	p
ENSG00000259819	16	p
ENSG00000237140	16	p
HSPE1P16	16	p
ENSG00000261357	16	p
ENSG00000279030	16	q
ENSG00000261590	16	q
ENSG00000260255	16	p
ENSG00000260744	16	q
ENSG00000261178	16	q
ENSG00000259940	16	p
ENSG00000260012	16	q
ENSG00000260600	16	q
ENSG00000261234	16	q
ENSG00000279490	16	p
ENSG00000260430	16	p
ENSG00000256812	16	q
CAPNS2	16	q
ENSG00000260068	16	q
ENSG00000278499	16	q
NPAP1L	16	q
ENSG00000274508	16	q
ENSG00000244043	16	q
RPS27P27	16	q
ENSG00000260345	16	q
ENSG00000261807	16	q
LINC02141	16	q
ENSG00000260695	16	q
ENSG00000260668	16	q
ENSG00000280092	16	q
ENSG00000261278	16	q
ENSG00000277770	16	p
PLA2G10GP	16	p
ENSG00000213318	16	q
ENSG00000285538	16	q
ENSG00000261144	16	q
ENSG00000271009	16	q
ENSG00000260922	16	q
ENSG00000259873	16	q
ENSG00000272330	16	q
ENSG00000260393	16	q
ENSG00000278926	16	q
ENSG00000278862	16	q
ENSG00000260332	16	q
DPPA3P11	16	q
ENSG00000279120	16	q
ENSG00000261997	16	q
ENSG00000234337	16	q
ENSG00000176692	16	q
FOXC2	16	q
ENSG00000279591	16	q
ENSG00000277214	16	q
ENSG00000260750	16	q
ENSG00000279142	16	q
ENSG00000260795	16	q
ENSG00000270020	16	q
ENSG00000287010	16	q
ENSG00000261458	16	q
ENSG00000280278	16	q
FLJ30679	16	q
ENSG00000268473	16	q
CLIC1P3	16	q
ENSG00000260387	16	q
ENSG00000270945	16	q
HSPE1P7	16	q
ENSG00000243697	16	q
RPL7AP63	16	q
ENSG00000261653	16	q
ENSG00000261058	16	q
ENSG00000274478	16	q
ENSG00000286221	16	q
ENSG00000261285	16	q
ENSG00000260880	16	q
HCCAT5	16	q
ENSG00000278893	16	q
ENSG00000268532	16	q
LINC02135	16	q
ENSG00000247033	16	q
ENSG00000278716	16	q
ENSG00000284670	16	q
RPSAP56	16	q
ENSG00000260715	16	q
ENSG00000270222	16	q
DUXAP11	16	q
ENSG00000273659	16	q
ENSG00000261063	16	q
ENSG00000259999	16	q
ENSG00000286653	16	q
ENSG00000261818	16	q
ENSG00000260417	16	q
ENSG00000280261	16	q
ENSG00000226348	16	q
VN2R10P	16	q
ENSG00000261783	16	q
ENSG00000261313	16	q
ENSG00000262904	16	q
TMPOP2	16	q
ENSG00000140873	16	q
ADAMTS18	16	q
ENSG00000279856	16	q
ENSG00000237901	16	q
ENSG00000280152	16	q
ENSG00000279378	16	q
ENSG00000287694	16	q
ENSG00000260945	16	p
ENSG00000183793	16	p
NPIPA5	16	p
ENSG00000285850	16	p
ENSG00000261310	16	q
ENSG00000259844	16	q
GNPATP	16	q
ENSG00000238685	16	p
ENSG00000207167	16	p
RNU6-1340P	16	p
ENSG00000265005	16	p
MIR548W	16	p
ENSG00000199929	16	p
RNA5SP405	16	p
ENSG00000200434	16	p
RNA5-8SP2	16	p
ENSG00000200062	16	q
RNU4-58P	16	q
ENSG00000207441	16	q
RNU6-21P	16	q
ENSG00000275808	16	q
Metazoa_SRP	16	q
ENSG00000201289	16	q
RN7SKP76	16	q
ENSG00000199299	16	q
RNA5SP430	16	q
ENSG00000252101	16	q
RNU6-758P	16	q
ENSG00000252814	16	q
RN7SKP233	16	q
ENSG00000252022	16	q
SNORD33	16	q
ENSG00000266426	16	q
MIR4719	16	q
ENSG00000199949	16	q
Y_RNA	16	q
ENSG00000213937	16	p
CLDN9	16	p
ENSG00000252561	16	p
RNU1-125P	16	p
ENSG00000200204	16	p
RNU1-22P	16	p
ENSG00000261889	16	p
ENSG00000203581	16	p
OR1F2P	16	p
ENSG00000279330	16	p
ENSG00000279031	16	p
ENSG00000262316	16	p
RPL7L1P19	16	p
ENSG00000168158	16	p
OR2C1	16	p
ENSG00000285329	16	p
ENSG00000262118	16	p
MTCO1P28	16	p
ENSG00000263177	16	p
MTND1P8	16	p
ENSG00000263212	16	p
ENSG00000273776	16	p
MIR6126	16	p
ENSG00000215131	16	p
C16orf90	16	p
ENSG00000240311	16	p
ENSG00000278942	16	p
ENSG00000261938	16	p
ENSG00000263235	16	p
ENSG00000262471	16	p
ENSG00000262712	16	p
ENSG00000103426	16	p
CORO7-PAM16	16	p
ENSG00000280063	16	p
ENSG00000277170	16	p
ENSG00000277440	16	p
ENSG00000275515	16	p
ENSG00000206755	16	p
SNORA30	16	p
ENSG00000260899	16	p
ENSG00000274848	16	p
ENSG00000260082	16	p
ADISSPP2	16	p
ENSG00000274678	16	p
ENSG00000265991	16	p
MIR4519	16	p
ENSG00000262721	16	p
ENSG00000211591	16	p
MIR762	16	p
ENSG00000230447	16	p
CTF2P	16	p
ENSG00000261487	16	p
ENSG00000275263	16	p
ENSG00000279196	16	p
ENSG00000260911	16	p
ENSG00000232748	16	p
ENSG00000255439	16	p
ENSG00000280160	16	p
ENSG00000262766	16	p
ENSG00000278133	16	p
ENSG00000263343	16	p
ENSG00000262366	16	p
NDUFA3P6	16	p
ENSG00000260882	16	p
ENSG00000273963	16	p
ENPP7P14	16	p
ENSG00000261811	16	p
LINC02164	16	p
ENSG00000260817	16	p
ENSG00000242278	16	p
RPS3AP48	16	p
ENSG00000267182	16	p
SNRPCP20	16	p
ENSG00000261007	16	p
NPM1P3	16	p
ENSG00000273648	16	p
MIR8065	16	p
ENSG00000270440	16	p
ENSG00000280000	16	p
ENSG00000257180	16	p
ENSG00000286635	16	p
ENSG00000260835	16	p
ENSG00000278975	16	p
ENSG00000259963	16	p
ENSG00000252080	16	p
RNU7-99P	16	p
ENSG00000200869	16	p
RNU6-457P	16	p
ENSG00000212189	16	p
RNU6-328P	16	p
ENSG00000240419	16	p
ENSG00000283584	16	p
ENSG00000252138	16	p
ENSG00000260823	16	q
ENSG00000205360	16	q
MT1CP	16	q
ENSG00000207248	16	p
RNU6-1005P	16	p
ENSG00000207042	16	p
RNU6-196P	16	p
ENSG00000260306	16	p
ENSG00000276721	16	p
ENSG00000260395	16	p
ENSG00000260452	16	p
TPRKBP2	16	p
ENSG00000200652	16	p
ENSG00000200138	16	p
RNY1P10	16	p
ENSG00000283662	16	p
ENSG00000271623	16	p
ENSG00000275429	16	p
MIR6862-1	16	p
ENSG00000261089	16	p
CDC37P2	16	p
ENSG00000270118	16	p
ENSG00000261832	16	p
ENSG00000271495	16	p
ENSG00000278665	16	p
ENSG00000259982	16	p
CDC37P1	16	p
ENSG00000278340	16	p
MIR6862-2	16	p
ENSG00000270424	16	p
ENSG00000240634	16	p
ENSG00000260570	16	p
ENSG00000283845	16	p
MIR4721	16	p
ENSG00000261766	16	p
ENSG00000252461	16	p
ENSG00000260853	16	p
NFATC2IP-AS1	16	p
ENSG00000284541	16	p
MIR4517	16	p
ENSG00000260367	16	p
ENSG00000261067	16	p
ENSG00000261552	16	p
ENSG00000284671	16	p
ENSG00000279106	16	p
ENSG00000260413	16	p
ENSG00000278078	16	p
ENSG00000260280	16	p
SLX1B-SULT1A4	16	p
ENSG00000277191	16	p
ENSG00000266758	16	p
MIR3680-2	16	p
ENSG00000260514	16	p
ENSG00000205534	16	p
SMG1P2	16	p
ENSG00000260727	16	p
SLC7A5P1	16	p
ENSG00000213599	16	p
SLX1A-SULT1A3	16	p
ENSG00000180269	16	p
GPR139	16	p
ENSG00000225614	16	q
ZNF469	16	q
ENSG00000263179	16	p
HNRNPCP4	16	p
ENSG00000178257	16	p
PRM3	16	p
ENSG00000212228	16	p
ENSG00000287429	16	p
ENSG00000221801	16	p
MIR548H2	16	p
ENSG00000199668	16	p
ENSG00000262636	16	p
ENSG00000274505	16	p
ENSG00000278985	16	q
ENSG00000284512	16	q
ENSG00000261061	16	q
ENSG00000260643	16	q
ENSG00000245059	16	q
C16orf46-DT	16	q
ENSG00000252608	16	q
RNU6-1191P	16	q
ENSG00000280182	16	q
ENSG00000284473	16	q
MIR4720	16	q
ENSG00000279021	16	q
ENSG00000260229	16	q
PPIAP51	16	q
ENSG00000279476	16	q
ENSG00000277255	16	q
MIR7854	16	q
ENSG00000275109	16	q
MIR6504	16	q
ENSG00000279681	16	q
ENSG00000279294	16	q
ENSG00000279841	16	q
ENSG00000239118	16	q
MIR1972-2	16	q
ENSG00000241183	16	q
ENSG00000223496	16	q
EXOSC6	16	q
ENSG00000265648	16	q
RN7SL279P	16	q
ENSG00000260537	16	q
ENSG00000285710	16	q
ENSG00000260111	16	q
ENSG00000240043	16	q
RPS27P26	16	q
ENSG00000200153	16	q
RNU6-23P	16	q
ENSG00000221514	16	q
SNORD111B	16	q
ENSG00000221066	16	q
SNORD111	16	q
ENSG00000252122	16	q
ENSG00000261717	16	q
ENSG00000274220	16	q
ENSG00000261476	16	q
ENSG00000203472	16	q
ENSG00000273971	16	q
ENSG00000260092	16	q
ENSG00000259992	16	q
ENSG00000276408	16	q
ENSG00000276523	16	q
ENSG00000287194	16	q
ENSG00000282757	16	q
DUXB	16	q
ENSG00000240199	16	q
RN7SL520P	16	q
ENSG00000261424	16	q
ATP5PBP7	16	q
ENSG00000283755	16	q
CPHXL	16	q
ENSG00000200468	16	p
RNA5SP403	16	p
ENSG00000252927	16	p
RNA5SP404	16	p
ENSG00000287830	16	p
ENSG00000261647	16	p
IMPDH1P11	16	p
ENSG00000266439	16	p
RN7SL493P	16	p
ENSG00000260756	16	p
ENSG00000279662	16	p
ENSG00000199482	16	p
RNU6-633P	16	p
ENSG00000279523	16	q
ENSG00000265281	16	q
MIR3935	16	q
ENSG00000287866	16	q
ENSG00000260198	16	q
ENSG00000279764	16	q
ENSG00000278995	16	p
ENSG00000269482	16	p
ENSG00000228779	16	p
ENSG00000206178	16	p
HBZP1	16	p
ENSG00000225323	16	p
HBAP1	16	p
ENSG00000207243	16	p
ENSG00000202336	16	q
RNU6-359P	16	q
ENSG00000182810	16	q
DDX28	16	q
ENSG00000261864	16	q
ENSG00000201850	16	q
ENSG00000212445	16	q
ENSG00000262514	16	q
ENSG00000279621	16	q
ENSG00000240435	16	q
RPS12P27	16	q
ENSG00000263276	16	q
ENSG00000284259	16	q
MIR6773	16	q
ENSG00000261469	16	q
ENSG00000252026	16	q
RNU6-1262P	16	q
ENSG00000279649	16	q
ENSG00000259797	16	q
ENSG00000222177	16	q
RNU4-30P	16	q
ENSG00000279693	16	q
ENSG00000274698	16	q
ENSG00000199263	16	q
ENSG00000241334	16	q
RPL35AP33	16	q
ENSG00000201164	16	q
RNU4-36P	16	q
ENSG00000199350	16	q
RNA5SP432	16	q
ENSG00000274677	16	q
ENSG00000260410	16	q
ENSG00000261245	16	p
ENSG00000260757	16	p
ENSG00000261474	16	p
ENSG00000280132	16	p
ENSG00000260740	16	p
ENSG00000261648	16	p
ENSG00000213547	16	p
VN1R64P	16	p
ENSG00000260883	16	p
VN1R65P	16	p
ENSG00000278885	16	p
ENSG00000260010	16	p
KRABD5P1	16	p
ENSG00000237185	16	p
VN1R66P	16	p
ENSG00000279789	16	p
ENSG00000260541	16	p
ENSG00000281219	16	p
LINC00254	16	p
ENSG00000162040	16	p
HS3ST6	16	p
ENSG00000279569	16	q
ENSG00000279412	16	q
ENSG00000214353	16	q
VAC14-AS1	16	q
ENSG00000279815	16	q
ENSG00000279122	16	q
ENSG00000279123	16	q
ENSG00000221725	16	q
RNU6ATAC25P	16	q
ENSG00000259798	16	q
ENSG00000153060	16	p
TEKT5	16	p
ENSG00000263241	16	p
MTCYBP33	16	p
ENSG00000262107	16	p
MTND6P33	16	p
ENSG00000261904	16	p
MTND5P33	16	p
ENSG00000262322	16	p
MTND4P34	16	p
ENSG00000262259	16	p
MTND4LP24	16	p
ENSG00000263196	16	p
MTND3P13	16	p
ENSG00000262158	16	p
MTCO3P24	16	p
ENSG00000262381	16	p
MTATP6P24	16	p
ENSG00000262488	16	p
ENSG00000280153	16	p
ENSG00000280039	16	p
RN7SKP23	16	p
ENSG00000212593	16	p
SNORA75	16	p
ENSG00000259782	16	p
ENSG00000261528	16	p
CCNYL7	16	p
ENSG00000260247	16	p
SUB1P4	16	p
ENSG00000260751	16	p
ENSG00000260482	16	p
ENSG00000278912	16	p
ENSG00000278987	16	p
ENSG00000275092	16	p
ENSG00000265820	16	p
MIR3177	16	p
ENSG00000261207	16	p
ENSG00000243445	16	p
ENSG00000283180	16	p
MIR6767	16	p
ENSG00000274805	16	p
MIR6768	16	p
ENSG00000260293	16	p
ENSG00000260272	16	p
ENSG00000259784	16	p
ENSG00000279520	16	p
ENSG00000205923	16	p
CEMP1	16	p
ENSG00000266232	16	p
MIR3178	16	p
ENSG00000261288	16	p
ENSG00000279568	16	p
ENSG00000280402	16	p
ENSG00000279162	16	p
ENSG00000279057	16	p
ENSG00000260176	16	p
ENSG00000257769	16	p
ENSG00000284184	16	p
MIR6506	16	p
ENSG00000283736	16	p
MIR484	16	p
ENSG00000262380	16	p
ENSG00000280206	16	p
ENSG00000263335	16	p
ENSG00000263065	16	p
ENSG00000280429	16	p
ENSG00000279136	16	p
ENSG00000207579	16	p
MIR662	16	p
ENSG00000200084	16	q
SNORD68	16	q
ENSG00000275734	16	q
ENSG00000278909	16	q
ENSG00000270120	16	q
ENSG00000264947	16	q
MIR3181	16	q
ENSG00000260042	16	q
ENSG00000199771	16	q
RNA5SP426	16	q
ENSG00000260828	16	q
HMGB3P32	16	q
ENSG00000261633	16	q
ENSG00000260467	16	q
ENSG00000260438	16	q
MTCH2P3	16	q
ENSG00000276166	16	q
ENSG00000274816	16	q
MIR6772	16	q
ENSG00000206833	16	q
RNU6-20P	16	q
ENSG00000262714	16	q
ENSG00000279741	16	q
ENSG00000280027	16	q
ENSG00000252569	16	q
RNU6-1153P	16	q
ENSG00000259926	16	q
ENSG00000279344	16	q
ENSG00000279722	16	q
ENSG00000287909	16	q
ENSG00000275191	16	q
ENSG00000261630	16	q
ENSG00000280392	16	q
ENSG00000260194	16	q
ENSG00000267048	16	q
ENSG00000198211	16	q
ENSG00000221819	16	q
GAS8-AS1	16	q
ENSG00000260507	16	q
ENSG00000277349	16	q
CICP25	16	q
ENSG00000261835	16	q
ENSG00000273829	16	q
ENSG00000260298	16	q
